episode,scenario_id,result,steps,time_s,path_len,min_dist_human,start_to_goal,spl,space_compliance,avg_angular_jerk
210,12,success,39,9.758240938186646,70.30855567753315,10.335402488708496,8.375994682312012,0.11913194065211798,1.0,0.0
211,9,success,31,7.7555012702941895,44.491403982043266,12.257344245910645,7.940981388092041,0.17848349742563804,1.0,0.0
212,8,success,84,20.987601280212402,65.01812449097633,0.758024275302887,18.48238754272461,0.28426515971388444,1.0,0.0
213,5,success,88,22.021172046661377,65.53668923676014,0.7995494604110718,20.113676071166992,0.3069071127243493,1.0,0.0
214,4,success,75,18.754663944244385,57.31178176403046,1.202243447303772,18.227453231811523,0.31804024706227657,1.0,0.0
215,11,success,29,7.256683349609375,39.90035343170166,11.049029350280762,7.264186382293701,0.18205819641993834,1.0,0.0
216,6,success,52,13.002378940582275,62.28432338507264,1.0761845111846924,11.031310081481934,0.17711214446821383,1.0,0.0
217,1,success,80,20.021108388900757,36.31796523928642,1.9537289142608643,17.121919631958008,0.4714449038966705,1.0,0.0
218,8,success,78,19.53081202507019,61.768734872341156,0.762406051158905,17.034076690673828,0.27577182414175294,1.0,0.0
219,6,success,47,11.77933144569397,51.05212251842022,1.6253591775894165,11.031310081481934,0.21607936237130404,1.0,0.0
220,8,success,76,19.035518646240234,105.20665840804577,0.7379737496376038,16.521331787109375,0.15703694078972755,1.0,0.0
221,12,success,37,9.25442123413086,43.308179065585136,7.516647815704346,8.375994682312012,0.19340445299322223,1.0,0.0
222,1,success,71,17.763264656066895,43.73371019773185,1.1737877130508423,13.197565078735352,0.3017709912803102,1.0,0.0
223,9,success,48,12.00924277305603,51.616880878806114,11.385272979736328,11.65528678894043,0.22580377950977834,1.0,0.0
224,8,success,65,16.24623727798462,55.07423289120197,0.7393768429756165,14.143234252929688,0.25680310937547435,1.0,0.0
225,11,success,30,7.514283895492554,13.820010378956795,35.83670425415039,7.264186382293701,0.525628142317071,1.0,0.0
226,5,success,89,22.27305316925049,41.32323704659939,0.7565133571624756,20.113676071166992,0.48674008883876163,1.0,0.0
227,1,success,67,16.765573978424072,29.49101123958826,0.7029856443405151,12.787191390991211,0.4335962333440059,1.0,0.0
228,7,success,81,20.254918575286865,88.97985868155956,2.559379816055298,19.54766082763672,0.21968635506147224,1.0,0.0
229,5,success,88,22.009204387664795,74.11868597567081,0.8036478757858276,20.113676071166992,0.2713711907651632,1.0,0.0
230,12,success,44,11.008413553237915,67.9340505450964,8.6964111328125,8.375995635986328,0.12329598439630982,1.0,0.0
231,8,success,89,22.26099419593811,64.65257956087589,0.7487155199050903,19.834667205810547,0.3067884891914409,1.0,0.0
232,9,success,37,9.261518955230713,94.16768060275353,6.236468315124512,9.231090545654297,0.0980282246155734,1.0,0.0
233,12,success,43,10.760327339172363,44.391296522691846,7.516647815704346,8.375995635986328,0.18868553730357268,1.0,0.0
234,7,success,74,18.52149796485901,40.05807161331177,1.5281010866165161,17.90993309020996,0.447099232911109,1.0,0.0
235,6,success,46,11.516382694244385,62.58557568490505,1.5170561075210571,11.031310081481934,0.17625962469404213,1.0,0.0
236,5,success,89,22.2778058052063,40.55094653367996,0.718000054359436,20.113676071166992,0.4960100266577352,1.0,0.0
237,7,success,74,18.52008819580078,76.70350021123886,1.5177857875823975,17.90993309020996,0.23349564284402416,1.0,0.0
238,6,success,45,11.278831958770752,62.623586907982826,0.7670864462852478,11.031310081481934,0.1761526387444239,1.0,0.0
